acteurs,anecdotes,duree,entrees,genre,pays,realisateur,studio,titre
"Niels Arestrup,Patrick Bruel,Irène Jacob",7,103,67576,Thriller,France,Bernard Stora,Bac Films,Villa Caprice
"Miranda Tapsell,Sophie Pyronnet,Miranda Tapsell",3,90,50457,"Aventure,Animation,Famille",Australie,Ricard Cussó,Alba Films,L'Arbre à voeux
"Robert De Niro,Oakes Fegley,Uma Thurman",10,98,50862,"Comédie,Drame,Famille",U.S.A.,Tim Hill,Alba Films,Mon grand-père et moi
"Tomasz Kot,Athena Strates,Marta Nieto",8,89,2824,Thriller,Espagne,Kike Maillo,Alba Films,A Perfect Enemy
"Paul Hilton,Romane Hemelaers,Romola Garai",8,114,1724,Drame,France,Lucile Hadzihalilovic,New Story,Earwig
"Noée Abita,Jérémie Renier,Marie Denarnaud",7,92,16200,Drame,France,Charlène Favier,Jour2fête,Slalom
"Rasmus Bjerg,Zaki Youssef,Bjørn Sundquist",5,102,5004,"Comédie,Thriller",Danemark,Thomas Daneskov,Star Invest Films France,Wild Men
"Henri Richer-Picard,Charles-Aubey Houde,Joan Hart",5,127,2254,Drame,Canada,Francis Leclerc,Wayna Pitch,Le Plongeur
"Laura Galán,Richard Holmes (II),Carmen Machi",5,99,208,"Drame,Epouvante-horreur,Thriller",Espagne,Carlota Pereda,Backup Films,Piggy
"Chantal Ladesou,Patrick Chesnais,Julie Gayet",6,103,120764,Comédie,France,Gabriel Julien-Laferrière,UGC Distribution,C'est quoi ce papy ?!
"Denis Ménochet,Isabelle Adjani,Khalil Gharbia",11,86,42675,"Comédie,Comédie dramatique,Drame",France,François Ozon,Diaphana Distribution,Peter von Kant
"Sami Outalbali,Zbeida Belhajamor,Diong-Keba Tacu",8,102,16502,"Drame,Romance",France,Leyla Bouzid,Pyramide Distribution,Une histoire d'amour et de désir
"Vicky Krieps,Tim Roth,Mia Wasikowska",8,113,31781,"Comédie,Drame,Romance",France,Mia Hansen-Løve,Les Films du Losange,Bergman Island
"Catherine Frot,Mahamadou Yaffa,Jean-Henri Compère",9,82,7734,"Comédie,Comédie dramatique,Drame",France,Claus Drexel,Diaphana Distribution,Sous les étoiles de Paris
"Patrick d'Assumçao,Sofia Lesaffre,Laetitia Casta",9,111,5704,"Policier,Drame",France,Frédéric Videau,Pyramide Distribution,Selon La Police
"Jeffrey Dean Morgan,Katie Aselton,William Sadler",8,100,19511,Epouvante-horreur,U.S.A.,Evan Spiliotopoulos,Sony Pictures Releasing France,La Chapelle du Diable
"Ara Alejandra Medal,Virginia Raquel Sevilla Garcia,Noé Hernandez",3,90,206,Drame,Nicaragua,Laura Baumeister de Montis,Tamasa Distribution,La hija de todas las rabias
"Steve Carell,Rose Byrne,Chris Cooper",9,103,9006,"Comédie,Drame",U.S.A.,Jon Stewart,Universal Pictures International France,Irresistible
" Maïwenn,Omar Marwan,Fanny Ardant",10,90,48077,Drame,France, Maïwenn,Le Pacte,ADN
"Álvaro Morte,Verónica Echegui,María Eugenia Suárez",3,100,16793,"Policier,Drame,Thriller",Espagne,Jorge Dorado,KMBO,La Maleta
"Toni Servillo,Silvio Orlando,Fabrizio Ferracane",3,117,5159,Drame,Italie,Leonardo Di Costanzo,Survivance,Ariaferma
"Valérie Donzelli,Thomas Scimeca,Yannick Choirat",8,104,11228,Comédie,France,Matthieu Rozé,Paname Distribution,Azuro
"Robert Downey Jr.,Antonio Banderas,Jessie Buckley",20,102,416180,"Comédie,Famille",U.S.A.,Stephen Gaghan,Universal Pictures International France,Le Voyage du Dr Dolittle
"Ana Cabral,Ruben Pimenta,Cristiana Branquinho",4,111,974,Drame,Portugal,Claudia Varejão,Epicentre Films,Loup & Chien
"Marie Braam,Angourie Rice,Jean-Michel Vovk",3,88,25332,"Aventure,Animation,Famille",Australie,Ricard Cussó,Alba Films,Le Rêve de Daisy
"Claude Mathieu,Anne Kessler,Eric Genovese",4,139,5141,Comédie,France,Christophe Honoré,Memento Distribution,Guermantes
"Yuliya Vysotskaya,Vladislav Komarov,Andrey Gusev",5,120,9240,"Drame,Historique",Russie,Andrey Konchalovsky,Potemkine Films,Chers camarades !
"Alma Pöysti,Krista Kosonen,Shanti Roney",3,103,2306,Biopic,Finlande,Zaida Bergroth,Outplay Films,Tove
"Bakary Koné,Steve Tientcheu,Digbeu Jean Cyrille",8,93,2258,"Drame,Fantastique",France,Philippe Lacôte,JHR Films,La Nuit des rois
"Jérémie Renier,Alma Jodorowsky,Emmanuelle Bercot",8,105,6436,Drame,Belgique,Stephan Streker,Alba Films,L'Ennemi
"Rose Williams,Emma Rigby,Charlie Carrick",8,92,17761,"Fantastique,Epouvante-horreur",Grande-Bretagne,Corinna Faith,Alba Films,The Power
"Yolande Moreau,Gustave Kervern,François Morel",8,85,8798,Comédie,France,Pascal Rabaté,Jour2fête,Les Sans-dents
"Devin France,Yashua Mack,Gage Naquin",10,112,8414,"Drame,Fantastique",U.S.A.,Benh Zeitlin,Condor Distribution,Wendy
"Mirko Gianinni,Jehnny Beth,Bastien Bouillon",6,104,3109,Drame,France,David Depesseville,New Story,Astrakan
"Takahide Hori,Yuji Sugiyama,Atsuko Miyake",5,101,6264,"Aventure,Animation,Science Fiction",Japon,Takahide Hori,UFO Distribution,Junk Head
"Kylian Trouillard,Kylian Trouillard,Alexis Victor",5,89,84767,"Aventure,Animation,Comédie",Belgique,"Ben Stassen,Jérémie Degruson",Apollo Films,Bigfoot Family
"Nadine Labaki,Saleh Bakri,Nadia Charbel",5,107,6597,Drame,Liban,Mounia Akl,Eurozoom,"Costa Brava, Lebanon"
"Kinda Aloush,Hala Zein,Samir Almasri",5,103,3771,Drame,Syrie,Soudade Kaadan,Pyramide Distribution,Nezouh
"Jhojan Estiven Jimenez,Maicol Andrés Jimenez Zarabanda,Wismer Vasquez",4,86,2876,Drame,Colombie,Andrés Ramirez Pulido,Pyramide Distribution,L'Éden
"Paolo Cossi,Jacopo Elia,Denise Trombin",5,93,5839,Drame,Italie,Michelangelo Frammartino,Les Films du Losange,Il buco
"Frank Welker,Will Forte,Zac Efron",8,94,191223,"Animation,Comédie,Famille",U.S.A.,Tony Cervone,Warner Bros. France,Scooby !
" Cocomi,Shinobu Ôtake,Izumi Ishii",5,97,15105,"Animation,Drame",Japon,Ayumu Watanabe,Eurozoom,La chance sourit à madame Nikuko
"Franz Rogowski,Georg Friedrich,Anton von Lucke",7,116,10070,Drame,Autriche,Sebastian Meise,Paname Distribution,Great Freedom
"Iman Sayad Borhani,Payar Allahyari,Masoumeh Beygi",4,102,9284,Drame,France,Emad Aleebrahim Dehkordi,Jour2fête,Chevalier Noir
"Flaka Latifi,Uratë Shabani,Era Balaj",9,83,4342,Drame,Kosovo,Luàna Bajrami,Le Pacte,La Colline où rugissent les lionnes
"Anthony Ramos,Melissa Barrera,Leslie Grace",8,143,27128,"Drame,Musical,Romance",U.S.A.,Jon M. Chu,Warner Bros. France,D'où l'on vient
"Logann Antuofermo,Oulaya Amamra,André Wilms",6,100,5416,"Drame,Romance",France,Philippe Garrel,Ad Vitam,Le Sel des larmes
"Lucas Till,Lucy Hale,Lex Scott Davis",5,106,9703,"Biopic,Drame",U.S.A.,Barry Alexander Brown,Star Invest Films France,Un fils du sud
"Linnett Hernandez Valdes,Aimeé Despaigne,Mireya Chapman",4,77,97,Drame,Cuba,Carlos Lechuga,Bobine Films,Vicenta B
"Jean-Christophe Folly,Pascal Tagnati,Cédric Appietto",7,127,9083,Drame,France,Pascal Tagnati,New Story,I Comete
"Hye-yeong Lee,Kim Min-Hee,Young-hwa Seo",4,93,8960,"Comédie,Comédie dramatique,Drame",Corée du Sud,Hong Sang-Soo,Arizona Distribution,"La Romancière, le film et le heureux hasard"
"José Calcina,Luisa Quispe,Santos Choque",6,88,8948,Drame,Bolivie,Alejandro Loayza Grisi,Condor Distribution,Utama : La Terre Oubliée
"Alba Rohrwacher,Maayane Conti,Giovanna Ralli",4,93,1841,Drame,Italie,Jasmine Trinca,Rezo Films,Marcel !
"Luise Aschenbrenner,Christa Théret,Leonard Kunz",2,99,1215,"Drame,Historique,Romance",France,Matthias Luthardt,Pyramide Distribution,Luise
"Pierre Colleau,Elyes Sabyani,Séléna Diouf",0,65,95,Thriller,France,Alexandre Lemoine-Courx,Cinéma Saint-André des Arts,La Hess
"Ciomara Morais,Angelo Torres",4,83,2845,"Animation,Drame",Portugal,José Miguel Ribeiro,Urban Distribution,Nayola
"Gérard Depardieu,Déborah Lukumuena,Lucas Mortier",6,95,17245,"Comédie,Comédie dramatique,Drame",France,Constance Meyer,Diaphana Distribution,Robuste
"María Morera,Nicolle García,Vicky Peña",6,104,7245,Drame,Espagne,Clara Roquet,Epicentre Films,Libertad
"Swamy Rotolo,Claudio Rotolo,Grecia Rotolo",8,122,14821,Drame,Italie,Jonas Carpignano,Haut et Court,A Chiara
"Philippe Caubère,Bruno Raffaelli,Anna Choupisson",0,39,3154,"Animation,Famille",URSS,"Yuri Norstein,Roman Kachanov,Eduard Nazarov",Malavida Films,Le Petit hérisson dans la brume et autres merveilles
"François Rivière (II),Luc Chessel,Pauline Belle",2,51,209,"Comédie,Fantastique",France,Louis Seguin,Hippocampe Productions,Marinaleda
"Philippe Larcher,Ruby Minard,Sylvain Urban",5,96,495,Drame,France,Jean Heches,Septième Factory,Memento Mori
"Lou Lampros,Tom Mercier,Carmen Kassovitz",6,87,1804,Drame,France,Antoinette Boulat,Epicentre Films,Ma nuit
"Jalil Lespert,Louise Bourgoin,Mélanie Doutey",8,107,30218,"Drame,Romance",France,Raphaël Jacoulot,Paname Distribution,L'Enfant rêvé
"Gimi Covaci,Noémie Merlant,Sanda Codreanu",7,95,7225,"Drame,Romance",France,Noémie Merlant,Tandem,Mi iubita mon amour
"Nuria Lestegás,Sara Ferro (II),Xoán Reices",5,75,114,"Drame,Historique",Espagne,"Samuel M. Delgado,Helena Girón",Ed Distribution,Un corps sous la lave
"Jafar Panahi,Naser Hashemi,Vahid Mobasheri",4,107,28234,Drame,Iran,Jafar Panahi,ARP Sélection,Aucun ours
"Elisheva Weil,Leib Lev Lenin,Yoav Hait",5,90,2553,"Comédie,Drame",Israël,Hadas Ben Aroya,Wayna Pitch,All Eyes Off Me
"Stacy Martin,Vincent Dedienne,Maria Apostolakea",5,91,10645,Comédie,France,Nafsika Guerry-Karamaounas,Pyramide Distribution,I love Greece
"Elsi Sloan,Carmen Kassovitz,Lucille Guillaume",5,103,383,"Drame,Thriller",France,Aino Suni,Wayna Pitch,Pulse
"Camille Razat,Olivier Barthelemy,Tibo Vandenborre",6,101,3603,"Epouvante-horreur,Thriller",France,Didier D. Daarwin,Alba Films,Mastemah
"Frederick Guillaud,Alexandra Holzhammer,Juliette Charrin",4,94,315,Comédie,France,Yohann Charrin,KapFilms,Mise au vert
"Arielle Dombasle,Valérie Mairesse,Elise Larnicol",5,90,3565,"Animation,Comédie",France,"Anne-Laure Daffis,Léo Marchand",Jour2fête,Les Voisins de mes voisins sont mes voisins
"Katerine Savard,Ariane Mainville,Hilary Caldwell",9,107,105,Drame,Canada,Pascal Plante,Les Alchimistes,"Nadia, Butterfly"
"Thierry Godard,Sophie Guillemin,Lino Godard",4,76,68,"Drame,Romance",France,Sophie Guillemin,Elkin Communication,Sans Toi
"Dilayda Güneş,Beril Kayar,Nalan Kuruçim",3,90,1299,Drame,Turquie,Azra Deniz Okyay,La Vingt-Cinquième Heure,Les Fantômes d'Istanbul
"Sigrid Johnson,Oscar Töringe,Anna Bjelkerud",6,93,1333,"Comédie,Drame",Suède,Sanna Lenken,Les Films du Préau,Comedy Queen
"Gracija Filipovic,Danica Curcic,Leon Lučev",7,96,23677,Drame,Croatie,Antoneta Alamat Kusijanovic,KMBO,Murina
"Emmanuelle Béart,Vincent Dedienne,Tibo Vandenborre",9,100,10544,Drame,France,Ludovic Bergery,Pyramide Distribution,L'Etreinte
"Sean Cackoski,Corneliu Dragomirescu,Azuki Hagino",0,88,89,Comédie dramatique,France,Kartik Singh,Cinéma Saint-André des Arts,Paris Lost and Found
"Jim Redler,Tomás Ayuso,Karina Matas Piper",5,88,20012,"Aventure,Animation,Famille",Espagne,Toni García,Star Invest Films France,D'Artagnan et les trois Mousquetaires
"Ioana Bugarin,Emanuel Parvu,Cezar Antal",7,118,8937,Policier,Roumanie,Bogdan George Apetri,Arizona Distribution,Dédales
"Malgorzata Kozuchowska,Kamila Kaminska,Philippe Tlokinski",4,96,1804,Drame,Pologne,Michał Kondrat,Saje Distribution,Entre ciel et terre
"Ali Suliman,Anna Unterberger,Gassan Abbas",4,97,5684,"Aventure,Drame",Palestine,Ameen Nayfeh,Shellac,200 mètres
"Soufiane Guerrab,Souheila Yacoub,Thibault Cathalifaud",7,87,4981,Drame,France,Yassine Qnia,Le Pacte,De bas étage
"Tracy Gotoas,Sylvain Le Gall, Niia (II)",6,89,2664,Drame,France,Emilie Carpentier,Les Films du Losange,L'Horizon
"Bianca Cuculici,Laur Bondarenco,Otilia Panaite",1,160,150,Comédie dramatique,Roumanie,Cristi Puiu,Shellac,MMXX
"Margot Nuccetelli,Dave Willetts,Rick Kavanian",7,82,42006,"Animation,Famille,Fantastique",Allemagne,"Adam Gunn,Matthias Temmermans",Alba Films,"Mia et moi, L’Héroïne de Centopia"
"Elio Germano,Astrid Casali,Sara Ciocca",2,93,4183,Thriller,Italie,"Damiano D'Innocenzo,Fabio D'Innocenzo",Le Pacte,America Latina
"Marie-Eva Phaan,Macéo Carole,Tricia Evy",5,43,6401,"Animation,Famille",France,Guillaume Lorin,Gebeka Films,Vanille
"Tallulah Cassavetti,Ana Neborac,Corentin Fila",9,99,2612,"Drame,Romance",France,Anna Cazenave Cambet,Rezo Films,De l’or pour les chiens
"Ziad Bakri,Yumna Marwan,David Field",8,105,2975,"Drame,Thriller",Syrie,"Rana Kazkaz,Anas Khalaf",Alba Films,Le Traducteur
"Adema Yerzhanova,Daniyar Alshinov,Bolat Kalymbetov",4,89,1110,"Comédie,Drame",kazakhstan,Adilkhan Yerzhanov,Destiny Films,L'Éducation d'Ademoka
,0,52,3507,"Animation,Famille",Belgique,"Vincent Patar,Stéphane Aubier",Cinéma Public Films,Les Grandes vacances de cowboy et indien
"Maher El Khair,Mudathir Musa,Santino Aguer Ding",5,81,4214,Drame,Liban,Ali Cherri,Dulac Distribution,Le Barrage
"Mugi Kadowaki,Kiko Mizuhara,Kengo Kora",5,125,28303,Drame,Japon,Yukiko Sode,Art House,Aristocrats
"Sara Forestier,Noémie Lvovsky,Annabelle Lengronne",7,91,28192,Drame,Belgique,"Frédéric Fonteyne,Anne Paulicevich",KMBO,Filles de joie
"Maryam Moghadam,Alireza Sani Far,Pouria Rahimi",6,106,9944,Drame,Iran,"Maryam Moghadam,Behtash Sanaeeha",KMBO,Le Pardon
"Alice Henri,Laure Calamy,Bruno Clairefond",8,88,11005,Comédie dramatique,France,Hubert Viel,Tandem,Louloute
"Karin Viard,Stéphane Bak,Yumi Narita",7,101,24348,Drame,France,Olivier Peyon,Wild Bunch Distribution,Tokyo Shaking
"Agathe Talrich,Marcia Guedj-Feugeas,Matthieu Lucci",6,75,991,"Drame,Romance",France,Émilie Aussel,Shellac,L'Été l’éternité
"Khansa Batma,Ahmed Hammoud,Said Bey",6,120,5444,Drame,France,Ismaël El Iraki,UFO Distribution,Burning Casablanca (Zanka Contact)
"Arata Iura,Hiromi Nagasaku,Aju Makita",7,140,11839,Drame,Japon,Naomi Kawase,Haut et Court,True Mothers
"Sverre Rous,Ben Segers,Hannah Macpherson",5,104,1137,Drame,Belgique,Jeroen Perceval,Eurozoom,Dealer
"Alice Krige,Kota Eberhardt,Malcolm McDowell",4,95,554,Fantastique,Grande-Bretagne,Charlotte Colbert,Alba Films,She Will
"Lourdes Hernández,Bruno Lastra,Francesco Carril",3,80,9767,"Comédie,Romance",Espagne,Andrea Bagney,UFO Distribution,Ramona fait son cinéma
"Smaragda Karydi,Akis Sakellariou,Marisha Triantafyllidou",6,132,11033,"Comédie,Drame",Grèce,Panos H. Koutras,Pyramide Distribution,Dodo
,3,40,20803,"Animation,Famille",Allemagne,"Kariem Saleh,An Vrombaut,Benoît Chieux",KMBO,Le Tigre qui s'invita pour le thé
"Adrien Dussaiwoir,Jerra Wright-Smith,Damien Locqueneux",3,96,14488,"Animation,Famille,Fantastique",Australie,Alexs Stadermann,Alba Films,100% loup
,4,52,11185,Animation,Belgique,"Pascale Hecquet,Frits Standaert,Célia Tisserant",Cinéma Public Films,La Chouette en toque
"Alice Isaaz,Jacqueline Bisset,François-Dominique Blin",5,91,1385,Thriller,France,Baptiste Drapeau,Capricci Films,Messe basse
"Marie-Josée Degny Kokora,Patricia Egnabayou,Junior Asse",6,91,2019,Drame,Belgique,Simon Coulibaly Gillard,La Vingt-Cinquième Heure,Aya
"Evan Rachel Wood,Gina Rodriguez,Richard Jenkins",11,104,15401,"Comédie,Drame",U.S.A.,Miranda July,Apollo Films,Kajillionaire
"Joanna Scanlan,Nathalie Richard,Nasser Memarzia",6,89,11721,Drame,Grande-Bretagne,Aleem Khan,Rezo Films,After Love
"Cheryl Isheja,Elvis Ngabo,Eliane Umuhire",6,105,415,"Musical,Science Fiction",Rwanda,"Saul Williams,Anisia Uzeyman",Damned Distribution,Neptune Frost
"Karine Loriau,Etiève Lena,Sylvain Pierre",3,61,50,Thriller,France, Tiburce,Bon Voyage Films,De l’autre côté du mur
"Ben Platt,Julianne Moore,Kaitlyn Dever",10,137,3700,"Drame,Comédie musicale",U.S.A.,Stephen Chbosky,Universal Pictures International France,Cher Evan Hansen
"Cédric Carlier,Cédric Carlier,Aloïse Sauvage",2,85,648,"Animation,Famille",Portugal,Nuno Beato,Cinéma Public Films,Les Démons d’argile
"Galyar Nerway,Dilin Döğer,Alend Hazim",6,97,3088,Drame,France,Hiner Saleem,Jour2fête,Goodnight Soldier
"Aliocha Schneider,Agathe Bonitzer,Marisha Triantafyllidou",4,109,1370,Drame,Allemagne,Angela Schanelec,Shellac,Music
"Sofía Vergara,Adriana Barraza,Joe Manganiello",2,92,39343,"Aventure,Animation,Famille",Mexique,Rodrigo Perez-Castro,Paradis Films,Koati
"Henriette Confurius,Liliane Amuat,Ursina Lardi",6,98,1008,Drame,Suisse,"Ramon Zürcher,Silvan Zürcher",Wayna Pitch,La Jeune Fille et l'Araignée
" Non,Kento Hayashi,Ai Hashimoto",4,133,15217,"Comédie,Drame,Romance",Japon,Akiko Ohku,Art House,Tempura
"Ann Skelly,Orla Brady,Aidan Gillen",5,100,3406,Thriller,Irlande,"Joe Lawlor,Christine Molloy",Destiny Films,Faces cachées
,0,35,6341,"Animation,Famille",Lettonie,"Milen Vitanov,Mara Linina,Britt Raes",Les Films du Préau,Vive le vent d'hiver
"Léonor Varela,Mia Maestro,Alfredo Castro",4,98,772,Drame,Chili,Francisca Alegría,Nour Films,La Vache qui chantait le futur
"Lee Kang-sheng,Anong Houngheuangsy",6,126,1956,"Drame,Romance",Taïwan,Tsai Ming-liang,Capricci Films,Days
"Adam Devine,Rachel Bloom,Ken Jeong",0,84,71419,"Aventure,Animation,Famille",U.S.A.,"David Silverman,Raymond S. Persi,Raymond S. Persi",SND,Les Bouchetrous
"Marie Nonnenmacher,Vincent De Bouard,Jérôme Pauwels",2,88,2867,"Animation,Famille",France,"Jan Bubenicek,Denisa Grimmovà",Gebeka Films,Même les souris vont au paradis
"Marta Nieto,Miki Esparbé,Fran Lareu",6,104,4494,"Drame,Thriller",Espagne,Juanjo Giménez Peña,Le Pacte,En décalage
,3,44,2525,"Animation,Famille",France,Joeri Christiaen,Little KMBO,Mush-Mush et le petit monde de la forêt
"Simon Abkarian,Pascale Arbillot,Django Schrevens",7,115,6341,Comédie dramatique,Luxembourg,Nicolas Steil,Rezo Films,Le Chemin du bonheur
"Dorota Pomykala,Bogdan Koca,Adam Bobik",5,97,612,Drame,Pologne,Anna Jadowska,La Vingt-Cinquième Heure,Une femme sur le toit
"Noémie Schmidt,Alice de Lencquesaing,Manuel Severi",6,90,672,Drame,France,Elisabeth Vogler,Wayna Pitch,Années 20
"Honor Swinton Byrne,Tilda Swinton,Richard Ayoade",10,108,6007,Drame,Grande-Bretagne,Joanna Hogg,Condor Distribution,The Souvenir - Part II
"Jade Springer,Léa Drucker,Philippe Katerine",6,85,8711,Comédie dramatique,France,Axelle Ropert,Haut et Court,Petite Solange
"Katharina Behrens,Adam Hoya,Nele Kayenberg",4,90,1394,"Drame,Romance",Allemagne,Henrika Kull,Outplay Films,Seule la joie
"Welket Bungué,Jella Haase,Albrecht Schuch",8,183,2908,Drame,Allemagne,Burhan Qurbani,Le Pacte,Berlin Alexanderplatz
"Bjarki Thor,Ragnar Jónsson,Sigurmar Albertsson",5,79,2257,Drame,Islande,Rúnar Rúnarsson,Jour2fête,Echo
"Win Morisaki,Kaho Tsuchimura,Shohei Uno",5,124,6917,"Drame,Romance",Japon,Kôji Fukada,Art House,Fuis-moi je te suis
"Felipe Ramirez,Juanita Carrillo Orti,Diego Alexander Mayorga",8,82,2608,Drame,Colombie,Fabián Hernández,Destiny Films,Un varón
"Celeste Cescutti,Ondina Quadri",7,89,374,"Drame,Historique",Italie,Laura Samani,Arizona Distribution,Piccolo corpo
"Aamir Khan,Mona Singh,Kareena Kapoor",0,159,6840,Comédie dramatique,Inde,Advait Chandan,Paramount Pictures France,Laal Singh Chaddha
"Masaki Suda,Mieko Harada,Yuka Itaya",0,104,3096,Drame,Japon,Genki Kawamura,Eurozoom,N'oublie pas les fleurs
"Win Morisaki,Kaho Tsuchimura,Shohei Uno",5,109,11537,"Drame,Romance",Japon,Kôji Fukada,Art House,Suis-moi je te fuis
"Sophie Rois,Udo Kier,Milan Herms",3,104,424,"Comédie,Romance",Allemagne,Nicolette Krebitz,Shellac,A E I O U - L'alphabet rapide de l'amour
"Alain-Fabien Delon,Redouanne Harjane,Lola Aubrière",0,80,183,"Drame,Romance",France,David Lanzmann,21films,Jours sauvages
"Dakota Johnson,Tracee Ellis Ross,Kelvin Harrison Jr.",9,114,22418,"Drame,Musical,Romance",U.S.A.,Nisha Ganatra,Universal Pictures International France,La Voix du succès
Nathalie Boutefeu,5,63,1251,"Drame,Romance",France,Frederick Wiseman,Météore Films,Un couple
"Alice Raucoules,Florian Hessique,Martin Lamotte",5,83,200,Drame,France,Florian Hessique,Panoceanic Films,L'Instant présent
"Mohamed Lefkir,Kouceila Mustapha,Latifa Aissat",5,97,273,Drame,Algérie,Omar Belkacemi,Les Films des Deux Rives,Rêve
"Shaïn Boumedine,Théo Augier Bonaventure,Carmen Kassovitz",5,85,937,"Drame,Thriller",France,Gaël Lépingle,Le Pacte,L'Été nucléaire
"Demyana Nassar,Samy Bassouny,Fady Mina Fawzy",6,112,5471,"Comédie dramatique,Fantastique",France,Omar El Zohairy,Dulac Distribution,Plumes
"Denis Eyriey,Marica Soyer,François Pouron",3,85,3350,Comédie dramatique,France,Loïc Paillard,Star Invest Films France,Les Lendemains de veille
"Catherine Hosmalin,Lola Dewaere,Charlotte De Turckheim",9,105,45542,Comédie,France,Charlotte De Turckheim,Le Pacte,Mince alors 2 !
"Mayella Lloclla,Fiorella de Ferrari,Nacho Fresneda",3,94,423,Drame,Pérou,Rossana Diaz Costa,Bobine Films,Un monde pour Julius
"Alexandru Bălănescu,Ada Milea,Cristina Juncu",5,85,346,"Animation,Comédie musicale",Roumanie,Anca Damian,Eurozoom,L'Ile
"Grégoire Colin,Hayk Bakhryan,Arman Navasardyan",8,100,8632,Drame,France,Nora Martirosyan,Arizona Distribution,Si le vent tombe
"Arnaud Viard,Marianne Denicourt,Romane Bohringer",4,73,1849,Comédie dramatique,France,Arnaud Viard,Moonlight Films Distribution,"Cléo, Melvil et moi"
"Sofiene Mamdi,Constantin Leu,Cécile Fisera",2,92,38,Drame,France,Sofiene Mamdi,Reaficta Films,Spiral
